lexeme,INF,GER,PRS.PTCP.SG,PRS.PTCP.PL,PST.PTCP.M.SG,PST.PTCP.F.SG,PST.PTCP.M.PL,PST.PTCP.F.PL,IMP.2SG,IMP.1PL,IMP.2PL,PRS.IND.1SG,PRS.IND.2SG,PRS.IND.3SG,PRS.IND.1PL,PRS.IND.2PL,PRS.IND.3PL,PRS.SBJV.1SG,PRS.SBJV.2SG,PRS.SBJV.3SG,PRS.SBJV.1PL,PRS.SBJV.2PL,PRS.SBJV.3PL,IPRF.IND.1SG,IPRF.IND.2SG,IPRF.IND.3SG,IPRF.IND.1PL,IPRF.IND.2PL,IPRF.IND.3PL,IPRF.SBJV.1SG,IPRF.SBJV.2SG,IPRF.SBJV.3SG,IPRF.SBJV.1PL,IPRF.SBJV.2PL,IPRF.SBJV.3PL,PRET.IND.1SG,PRET.IND.2SG,PRET.IND.3SG,PRET.IND.1PL,PRET.IND.2PL,PRET.IND.3PL,FUT.IND.1SG,FUT.IND.2SG,FUT.IND.3SG,FUT.IND.1PL,FUT.IND.2PL,FUT.IND.3PL,COND.1SG,COND.2SG,COND.3SG,COND.1PL,COND.2PL,COND.3PL,Order
entrare,entrare,entrando,entrante,entranti,entrato,entrata,entrati,entrate,entra,entriamo,entrate,entro,entri,entra,entriamo,entrate,entrano,entri,entri,entri,entriamo,entriate,entrino,entravo,entravi,entrava,entravamo,entravate,entravano,entrassi,entrassi,entrasse,entrassimo,entraste,entrassero,entrai,entrasti,entro,entrammo,entraste,entrarono,entrero,entrerai,entrera,entreremo,entrerete,entreranno,entrerei,entreresti,entrerebbe,entreremmo,entrereste,entrerebbero,53
trattare,trattare,trattando,trattante,trattanti,trattato,trattata,trattati,trattate,tratta,trattiamo,trattate,tratto,tratti,tratta,trattiamo,trattate,trattano,tratti,tratti,tratti,trattiamo,trattiate,trattino,trattavo,trattavi,trattava,trattavamo,trattavate,trattavano,trattassi,trattassi,trattasse,trattassimo,trattaste,trattassero,trattai,trattasti,tratto,trattammo,trattaste,trattarono,trattero,tratterai,trattera,tratteremo,tratterete,tratteranno,tratterei,tratteresti,tratterebbe,tratteremmo,trattereste,tratterebbero,54
bastare,bastare,bastando,bastante,bastanti,bastato,bastata,bastati,bastate,basta,bastiamo,bastate,basto,basti,basta,bastiamo,bastate,bastano,basti,basti,basti,bastiamo,bastiate,bastino,bastavo,bastavi,bastava,bastavamo,bastavate,bastavano,bastassi,bastassi,bastasse,bastassimo,bastaste,bastassero,bastai,bastasti,basto,bastammo,bastaste,bastarono,bastero,basterai,bastera,basteremo,basterete,basteranno,basterei,basteresti,basterebbe,basteremmo,bastereste,basterebbero,55
seguire,seguire,segwendo,segwente,segwenti,seguito,seguita,seguiti,seguite,segui,segwiamo,seguite,segwo,segui,segwe,segwiamo,seguite,segwono,segua,segua,segua,segwiamo,segwiate,seguano,seguivo,seguivi,seguiva,seguivamo,seguivate,seguivano,seguissi,seguissi,seguisse,seguissimo,seguiste,seguissero,seguii,seguisti,segui,seguimmo,seguiste,seguirono,seguiro,seguirai,seguira,seguiremo,seguirete,seguiranno,seguirei,seguiresti,seguirebbe,seguiremmo,seguireste,seguirebbero,56
lavorare,lavorare,lavorando,lavorante,lavoranti,lavorato,lavorata,lavorati,lavorate,lavora,lavoriamo,lavorate,lavoro,lavori,lavora,lavoriamo,lavorate,lavorano,lavori,lavori,lavori,lavoriamo,lavoriate,lavorino,lavoravo,lavoravi,lavorava,lavoravamo,lavoravate,lavoravano,lavorassi,lavorassi,lavorasse,lavorassimo,lavoraste,lavorassero,lavorai,lavorasti,lavoro,lavorammo,lavoraste,lavorarono,lavorero,lavorerai,lavorera,lavoreremo,lavorerete,lavoreranno,lavorerei,lavoreresti,lavorerebbe,lavoreremmo,lavorereste,lavorerebbero,57
aprire,aprire,aprendo,aprente,aprenti,aperto,aperta,aperti,aperte,apri,apriamo,aprite,apro,apri,apre,apriamo,aprite,aprono,apra,apra,apra,apriamo,apriate,aprano,aprivo,aprivi,apriva,aprivamo,aprivate,aprivano,aprissi,aprissi,aprisse,aprissimo,apriste,aprissero,aprii,apristi,apri,aprimmo,apriste,aprirono,apriro,aprirai,aprira,apriremo,aprirete,apriranno,aprirei,apriresti,aprirebbe,apriremmo,aprireste,aprirebbero,58
cambiare,cambiare,cambiando,cambiante,cambianti,cambiato,cambiata,cambiati,cambiate,cambia,cambiamo,cambiate,cambio,cambi,cambia,cambiamo,cambiate,cambiano,cambi,cambi,cambi,cambiamo,cambiate,cambino,cambiavo,cambiavi,cambiava,cambiavamo,cambiavate,cambiavano,cambiassi,cambiassi,cambiasse,cambiassimo,cambiaste,cambiassero,cambiai,cambiasti,cambio,cambiammo,cambiaste,cambiarono,cambiero,cambierai,cambiera,cambieremo,cambierete,cambieranno,cambierei,cambieresti,cambierebbe,cambieremmo,cambiereste,cambierebbero,59
giocare,giocare,giocando,giocante,giocanti,giocato,giocata,giocati,giocate,gioca,giochiamo,giocate,gioco,giochi,gioca,giochiamo,giocate,giocano,giochi,giochi,giochi,giochiamo,giochiate,giochino,giocavo,giocavi,giocava,giocavamo,giocavate,giocavano,giocassi,giocassi,giocasse,giocassimo,giocaste,giocassero,giocai,giocasti,gioco,giocammo,giocaste,giocarono,giochero,giocherai,giochera,giocheremo,giocherete,giocheranno,giocherei,giocheresti,giocherebbe,giocheremmo,giochereste,giocherebbero,60
usare,usare,usando,usante,usanti,usato,usata,usati,usate,usa,uziamo,usate,uzo,uzi,usa,uziamo,usate,usano,uzi,uzi,uzi,uziamo,uziate,uzino,usavo,usavi,usava,usavamo,usavate,usavano,usassi,usassi,usasse,usassimo,usaste,usassero,usai,usasti,uzo,usammo,usaste,usarono,uzero,uzerai,uzera,uzeremo,uzerete,uzeranno,uzerei,uzeresti,uzerebbe,uzeremmo,uzereste,uzerebbero,61
vincere,vinsciere,vinsciendo,vinsciente,vinscienti,vinto,vinta,vinti,vinte,vinci,vinsciamo,vinsciete,vinco,vinci,vinscie,vinsciamo,vinsciete,vincono,vinca,vinca,vinca,vinsciamo,vinsciate,vincano,vinscievo,vinscievi,vinscieva,vinscievamo,vinscievate,vinscievano,vinsciessi,vinsciessi,vinsciesse,vinsciessimo,vinscieste,vinsciessero,vinsi,vinsciesti,vinse,vinsciemmo,vinscieste,vinsero,vinsciero,vinscierai,vinsciera,vinscieremo,vinscierete,vinscieranno,vinscierei,vinscieresti,vinscierebbe,vinscieremmo,vinsciereste,vinscierebbero,62
scegliere,scegliere,scegliendo,scegliente,sceglienti,scelto,scelta,scelti,scelte,sceglii,scegliamo,scegliete,scelgo,sceglii,sceglie,scegliamo,scegliete,scelgono,scelga,scelga,scelga,scegliamo,scegliate,scelgano,sceglievo,sceglievi,sceglieva,sceglievamo,sceglievate,sceglievano,scegliessi,scegliessi,scegliesse,scegliessimo,sceglieste,scegliessero,scelsi,scegliesti,scelse,scegliemmo,sceglieste,scelsero,scegliero,sceglierai,scegliera,sceglieremo,sceglierete,sceglieranno,sceglierei,sceglieresti,sceglierebbe,sceglieremmo,scegliereste,sceglierebbero,63
bisognare,bizognare,bizognando,bizognante,bizognanti,bizognato,bizognata,bizognati,bizognate,bizogna,bizognamo,bizognate,bizogno,bizogni,bizogna,bizognamo,bizognate,bizognano,bizogni,bizogni,bizogni,bizognamo,bizognate,bizognino,bizognavo,bizognavi,bizognava,bizognavamo,bizognavate,bizognavano,bizognassi,bizognassi,bizognasse,bizognassimo,bizognaste,bizognassero,bizognai,bizognasti,bizogno,bizognammo,bizognaste,bizognarono,bizognero,bizognerai,bizognera,bizogneremo,bizognerete,bizogneranno,bizognerei,bizogneresti,bizognerebbe,bizogneremmo,bizognereste,bizognerebbero,64
esistere,ezistere,ezistendo,ezistente,ezistenti,ezistito,ezistita,ezistiti,ezistite,ezisti,ezistiamo,ezistete,ezisto,ezisti,eziste,ezistiamo,ezistete,ezistono,ezista,ezista,ezista,ezistiamo,ezistiate,ezistano,ezistevo,ezistevi,ezisteva,ezistevamo,ezistevate,ezistevano,ezistessi,ezistessi,ezistesse,ezistessimo,ezisteste,ezistessero,ezistetti,ezistesti,ezistette,ezistemmo,ezisteste,ezistettero,ezistero,ezisterai,ezistera,ezisteremo,ezisterete,ezisteranno,ezisterei,ezisteresti,ezisterebbe,ezisteremmo,ezistereste,ezisterebbero,65
servire,servire,servendo,servente,serventi,servito,servita,serviti,servite,servi,serviamo,servite,servo,servi,serve,serviamo,servite,servono,serva,serva,serva,serviamo,serviate,servano,servivo,servivi,serviva,servivamo,servivate,servivano,servissi,servissi,servisse,servissimo,serviste,servissero,servii,servisti,servi,servimmo,serviste,servirono,serviro,servirai,servira,serviremo,servirete,serviranno,servirei,serviresti,servirebbe,serviremmo,servireste,servirebbero,66
aspettare,aspettare,aspettando,aspettante,aspettanti,aspettato,aspettata,aspettati,aspettate,aspetta,aspettiamo,aspettate,aspetto,aspetti,aspetta,aspettiamo,aspettate,aspettano,aspetti,aspetti,aspetti,aspettiamo,aspettiate,aspettino,aspettavo,aspettavi,aspettava,aspettavamo,aspettavate,aspettavano,aspettassi,aspettassi,aspettasse,aspettassimo,aspettaste,aspettassero,aspettai,aspettasti,aspetto,aspettammo,aspettaste,aspettarono,aspettero,aspetterai,aspettera,aspetteremo,aspetterete,aspetteranno,aspetterei,aspetteresti,aspetterebbe,aspetteremmo,aspettereste,aspetterebbero,67
considerare,considerare,considerando,considerante,consideranti,considerato,considerata,considerati,considerate,considera,consideriamo,considerate,considero,consideri,considera,consideriamo,considerate,considerano,consideri,consideri,consideri,consideriamo,consideriate,considerino,consideravo,consideravi,considerava,consideravamo,consideravate,consideravano,considerassi,considerassi,considerasse,considerassimo,consideraste,considerassero,considerai,considerasti,considero,considerammo,consideraste,considerarono,considerero,considererai,considerera,considereremo,considererete,considereranno,considererei,considereresti,considererebbe,considereremmo,considerereste,considererebbero,68
raggiungere,radgiungere,radgiungendo,radgiungente,radgiungenti,radgiunto,radgiunta,radgiunti,radgiunte,radgiungi,radgiundʒamo,radgiungete,radgiungo,radgiungi,radgiunge,radgiundʒamo,radgiungete,radgiungono,radgiunga,radgiunga,radgiunga,radgiundʒamo,radgiundʒate,radgiungano,radgiungevo,radgiungevi,radgiungeva,radgiungevamo,radgiungevate,radgiungevano,radgiungessi,radgiungessi,radgiungesse,radgiungessimo,radgiungeste,radgiungessero,radgiunsi,radgiungesti,radgiunse,radgiungemmo,radgiungeste,radgiunsero,radgiungero,radgiungerai,radgiungera,radgiungeremo,radgiungerete,radgiungeranno,radgiungerei,radgiungeresti,radgiungerebbe,radgiungeremmo,radgiungereste,radgiungerebbero,69
morire,morire,morendo,morente,morenti,morto,morta,morti,morte,mwori,moriamo,morite,mwoio,mwori,mwore,moriamo,morite,mwoiono,mwoia,mwoia,mwoia,moriamo,moriate,mwoiano,morivo,morivi,moriva,morivamo,morivate,morivano,morissi,morissi,morisse,morissimo,moriste,morissero,morii,moristi,mori,morimmo,moriste,morirono,moriro,morirai,morira,moriremo,morirete,moriranno,morirei,moriresti,morirebbe,moriremmo,morireste,morirebbero,70
aggiungere,adgiungere,adgiungendo,adgiungente,adgiungenti,adgiunto,adgiunta,adgiunti,adgiunte,adgiungi,adgiundʒamo,adgiungete,adgiungo,adgiungi,adgiunge,adgiundʒamo,adgiungete,adgiungono,adgiunga,adgiunga,adgiunga,adgiundʒamo,adgiundʒate,adgiungano,adgiungevo,adgiungevi,adgiungeva,adgiungevamo,adgiungevate,adgiungevano,adgiungessi,adgiungessi,adgiungesse,adgiungessimo,adgiungeste,adgiungessero,adgiunsi,adgiungesti,adgiunse,adgiungemmo,adgiungeste,adgiunsero,adgiungero,adgiungerai,adgiungera,adgiungeremo,adgiungerete,adgiungeranno,adgiungerei,adgiungeresti,adgiungerebbe,adgiungeremmo,adgiungereste,adgiungerebbero,71
ottenere,ottenere,ottenendo,ottenente,ottenenti,ottenuto,ottenuta,ottenuti,ottenute,ottieni,otteniamo,ottenete,ottengo,ottieni,ottiene,otteniamo,ottenete,ottengono,ottenga,ottenga,ottenga,otteniamo,otteniate,ottengano,ottenevo,ottenevi,otteneva,ottenevamo,ottenevate,ottenevano,ottenessi,ottenessi,ottenesse,ottenessimo,otteneste,ottenessero,ottenni,ottenesti,ottenne,ottenemmo,otteneste,ottennero,otterro,otterrai,otterra,otterremo,otterrete,otterranno,otterrei,otterresti,otterrebbe,otterremmo,otterreste,otterrebbero,72
piacere,piasciere,piasciendo,piasciente,piascienti,piasciuto,piasciuta,piasciuti,piasciute,piaci,piatsciamo,piasciete,piatscio,piaci,piascie,piatsciamo,piasciete,piatsciono,piatscia,piatscia,piatscia,piatsciamo,piatsciate,piatsciano,piascievo,piascievi,piascieva,piascievamo,piascievate,piascievano,piasciessi,piasciessi,piasciesse,piasciessimo,piascieste,piasciessero,piacqui,piasciesti,piacque,piasciemmo,piascieste,piacquero,piasciero,piascierai,piasciera,piascieremo,piascierete,piascieranno,piascierei,piascieresti,piascierebbe,piascieremmo,piasciereste,piascierebbero,73
leggere,ledgere,ledgendo,ledgente,ledgenti,letto,letta,letti,lette,ledgi,leggiamo,ledgete,leggo,ledgi,ledge,leggiamo,ledgete,leggono,legga,legga,legga,leggiamo,leggiate,leggano,ledgevo,ledgevi,ledgeva,ledgevamo,ledgevate,ledgevano,ledgessi,ledgessi,ledgesse,ledgessimo,ledgeste,ledgessero,lessi,ledgesti,lesse,ledgemmo,ledgeste,lessero,ledgero,ledgerai,ledgera,ledgeremo,ledgerete,ledgeranno,ledgerei,ledgeresti,ledgerebbe,ledgeremmo,ledgereste,ledgerebbero,74
scoprire,scoprire,scoprendo,scoprente,scoprenti,scoperto,scoperta,scoperti,scoperte,scopri,scopriamo,scoprite,scopro,scopri,scopre,scopriamo,scoprite,scoprono,scopra,scopra,scopra,scopriamo,scopriate,scoprano,scoprivo,scoprivi,scopriva,scoprivamo,scoprivate,scoprivano,scoprissi,scoprissi,scoprisse,scoprissimo,scopriste,scoprissero,scoprii,scopristi,scopri,scoprimmo,scopriste,scoprirono,scopriro,scoprirai,scoprira,scopriremo,scoprirete,scopriranno,scoprirei,scopriresti,scoprirebbe,scopriremmo,scoprireste,scoprirebbero,75
prevedere,prevedere,prevedendo,prevedente,prevedenti,previsto,prevista,previsti,previste,prevedi,prevediamo,prevedete,prevedo,prevedi,prevede,prevediamo,prevedete,prevedono,preveda,preveda,preveda,prevediamo,prevediate,prevedano,prevedevo,prevedevi,prevedeva,prevedevamo,prevedevate,prevedevano,prevedessi,prevedessi,prevedesse,prevedessimo,prevedeste,prevedessero,previdi,prevedesti,previde,prevedemmo,prevedeste,previdero,prevedro,prevedrai,prevedra,prevedremo,prevedrete,prevedranno,prevedrei,prevedresti,prevedrebbe,prevedremmo,prevedreste,prevedrebbero,76
offrire,offrire,offrendo,offrente,offrenti,offerto,offerta,offerti,offerte,offri,offriamo,offrite,offro,offri,offre,offriamo,offrite,offrono,offra,offra,offra,offriamo,offriate,offrano,offrivo,offrivi,offriva,offrivamo,offrivate,offrivano,offrissi,offrissi,offrisse,offrissimo,offriste,offrissero,offrii,offristi,offri,offrimmo,offriste,offrirono,offriro,offrirai,offrira,offriremo,offrirete,offriranno,offrirei,offriresti,offrirebbe,offriremmo,offrireste,offrirebbero,77
amare,amare,amando,amante,amanti,amato,amata,amati,amate,ama,amiamo,amate,amo,ami,ama,amiamo,amate,amano,ami,ami,ami,amiamo,amiate,amino,amavo,amavi,amava,amavamo,amavate,amavano,amassi,amassi,amasse,amassimo,amaste,amassero,amai,amasti,amo,amammo,amaste,amarono,amero,amerai,amera,ameremo,amerete,ameranno,amerei,ameresti,amerebbe,ameremmo,amereste,amerebbero,78
sostenere,sostenere,sostenendo,sostenente,sostenenti,sostenuto,sostenuta,sostenuti,sostenute,sostieni,sosteniamo,sostenete,sostengo,sostieni,sostiene,sosteniamo,sostenete,sostengono,sostenga,sostenga,sostenga,sosteniamo,sosteniate,sostengano,sostenevo,sostenevi,sosteneva,sostenevamo,sostenevate,sostenevano,sostenessi,sostenessi,sostenesse,sostenessimo,sosteneste,sostenessero,sostenni,sostenesti,sostenne,sostenemmo,sosteneste,sostennero,sosterro,sosterrai,sosterra,sosterremo,sosterrete,sosterranno,sosterrei,sosterresti,sosterrebbe,sosterremmo,sosterreste,sosterrebbero,79
pagare,pagare,pagando,pagante,paganti,pagato,pagata,pagati,pagate,paga,pagiamo,pagate,pago,pagi,paga,pagiamo,pagate,pagano,pagi,pagi,pagi,pagiamo,pagiate,pagino,pagavo,pagavi,pagava,pagavamo,pagavate,pagavano,pagassi,pagassi,pagasse,pagassimo,pagaste,pagassero,pagai,pagasti,pago,pagammo,pagaste,pagarono,pagero,pagerai,pagera,pageremo,pagerete,pageranno,pagerei,pageresti,pagerebbe,pageremmo,pagereste,pagerebbero,80
parere,parere,parendo,parente,parenti,parso,parsa,parsi,parse,pari,paiamo,parete,paio,pari,pare,paiamo,parete,paiono,paia,paia,paia,paiamo,paiate,paiano,parevo,parevi,pareva,parevamo,parevate,parevano,paressi,paressi,paresse,paressimo,pareste,paressero,parvi,paresti,parve,paremmo,pareste,parvero,parro,parrai,parra,parremo,parrete,parranno,parrei,parresti,parrebbe,parremmo,parreste,parrebbero,81
mancare,mancare,mancando,mancante,mancanti,mancato,mancata,mancati,mancate,manca,manchiamo,mancate,manco,manchi,manca,manchiamo,mancate,mancano,manchi,manchi,manchi,manchiamo,manchiate,manchino,mancavo,mancavi,mancava,mancavamo,mancavate,mancavano,mancassi,mancassi,mancasse,mancassimo,mancaste,mancassero,mancai,mancasti,manco,mancammo,mancaste,mancarono,manchero,mancherai,manchera,mancheremo,mancherete,mancheranno,mancherei,mancheresti,mancherebbe,mancheremmo,manchereste,mancherebbero,82
partire,partire,partendo,partente,partenti,partito,partita,partiti,partite,parti,partiamo,partite,parto,parti,parte,partiamo,partite,partono,parta,parta,parta,partiamo,partiate,partano,partivo,partivi,partiva,partivamo,partivate,partivano,partissi,partissi,partisse,partissimo,partiste,partissero,partii,partisti,parti,partimmo,partiste,partirono,partiro,partirai,partira,partiremo,partirete,partiranno,partirei,partiresti,partirebbe,partiremmo,partireste,partirebbero,83
chiudere,chiudere,chiudendo,chiudente,chiudenti,chiuzo,chiusa,chiuzi,chiuze,chiudi,chiudiamo,chiudete,chiudo,chiudi,chiude,chiudiamo,chiudete,chiudono,chiuda,chiuda,chiuda,chiudiamo,chiudiate,chiudano,chiudevo,chiudevi,chiudeva,chiudevamo,chiudevate,chiudevano,chiudessi,chiudessi,chiudesse,chiudessimo,chiudeste,chiudessero,chiuzi,chiudesti,chiuze,chiudemmo,chiudeste,chiuzero,chiudero,chiuderai,chiudera,chiuderemo,chiuderete,chiuderanno,chiuderei,chiuderesti,chiuderebbe,chiuderemmo,chiudereste,chiuderebbero,84
proporre,proporre,proponendo,proponente,proponenti,proposto,proposta,proposti,proposte,proponi,proponiamo,proponete,propongo,proponi,propone,proponiamo,proponete,propongono,proponga,proponga,proponga,proponiamo,proponiate,propongano,proponevo,proponevi,proponeva,proponevamo,proponevate,proponevano,proponessi,proponessi,proponesse,proponessimo,proponeste,proponessero,propozi,proponesti,propoze,proponemmo,proponeste,propozero,proporro,proporrai,proporra,proporremo,proporrete,proporranno,proporrei,proporresti,proporrebbe,proporremmo,proporreste,proporrebbero,85
provare,provare,provando,provante,provanti,provato,provata,provati,provate,prova,proviamo,provate,provo,provi,prova,proviamo,provate,provano,provi,provi,provi,proviamo,proviate,provino,provavo,provavi,provava,provavamo,provavate,provavano,provassi,provassi,provasse,provassimo,provaste,provassero,provai,provasti,provo,provammo,provaste,provarono,provero,proverai,provera,proveremo,proverete,proveranno,proverei,proveresti,proverebbe,proveremmo,provereste,proverebbero,86
creare,creare,creando,creante,creanti,creato,creata,creati,create,crea,creiamo,create,creo,crei,crea,creiamo,create,creano,crei,crei,crei,creiamo,creiate,creino,creavo,creavi,creava,creavamo,creavate,creavano,creassi,creassi,creasse,creassimo,creaste,creassero,creai,creasti,creo,creammo,creaste,crearono,creero,creerai,creera,creeremo,creerete,creeranno,creerei,creeresti,creerebbe,creeremmo,creereste,creerebbero,87
succedere,sutsciedere,sutsciedendo,sutsciedente,sutsciedenti,sutsciesso,sutsciessa,sutsciessi,sutsciesse,sutsciedi,sutsciediamo,sutsciedete,sutsciedo,sutsciedi,sutsciede,sutsciediamo,sutsciedete,sutsciedono,sutscieda,sutscieda,sutscieda,sutsciediamo,sutsciediate,sutsciedano,sutsciedevo,sutsciedevi,sutsciedeva,sutsciedevamo,sutsciedevate,sutsciedevano,sutsciedessi,sutsciedessi,sutsciedesse,sutsciedessimo,sutsciedeste,sutsciedessero,sutsciessi,sutsciedesti,sutsciesse,sutsciedemmo,sutsciedeste,sutsciessero,sutsciedero,sutsciederai,sutsciedera,sutsciederemo,sutsciederete,sutsciederanno,sutsciederei,sutsciederesti,sutsciederebbe,sutsciederemmo,sutsciedereste,sutsciederebbero,88
uccidere,utcidere,utcidendo,utcidente,utcidenti,utcizo,utcisa,utcizi,utcize,utcidi,utcidiamo,utcidete,utcido,utcidi,utcide,utcidiamo,utcidete,utcidono,utcida,utcida,utcida,utcidiamo,utcidiate,utcidano,utcidevo,utcidevi,utcideva,utcidevamo,utcidevate,utcidevano,utcidessi,utcidessi,utcidesse,utcidessimo,utcideste,utcidessero,utcizi,utcidesti,utcize,utcidemmo,utcideste,utcizero,utcidero,utciderai,utcidera,utcideremo,utciderete,utcideranno,utciderei,utcideresti,utciderebbe,utcideremmo,utcidereste,utciderebbero,89
apparire,apparire,apparendo,apparente,apparenti,apparso,apparsa,apparsi,apparse,appari,appariamo,apparite,appaio,appari,appare,appariamo,apparite,appaiono,appaia,appaia,appaia,appariamo,appariate,appaiano,apparivo,apparivi,appariva,apparivamo,apparivate,apparivano,apparissi,apparissi,apparisse,apparissimo,appariste,apparissero,apparvi,apparisti,apparve,apparimmo,appariste,apparvero,appariro,apparirai,apparira,appariremo,apparirete,appariranno,apparirei,appariresti,apparirebbe,appariremmo,apparireste,apparirebbero,90
